Brand_Model,Engine_Type,Condition,Region,Year,Mileage,Price
BMW 5-Series,Petrol,Used,Rostov,2019,136613,1731092
Renault Sandero,Hybrid,Fair,Ekaterinburg,2019,195758,620477
Renault Sandero,Hybrid,Excellent,Novosibirsk,2014,237776,363146
Skoda Rapid,Petrol,Used,Novosibirsk,2015,179633,331096
Toyota Camry,Petrol,Used,Moscow,2011,112005,344081
Skoda Octavia,Diesel,Excellent,Krasnodar,2017,144598,644949
BMW 5-Series,Hybrid,Used,Samara,2016,262412,931001
Volkswagen Passat,Electric,Good,Novosibirsk,2021,262117,696213
Renault Sandero,Diesel,Good,Rostov,2018,100367,580337
Skoda Rapid,Petrol,Excellent,Rostov,2012,215730,338709
Kia Rio,Petrol,Fair,Novosibirsk,2019,234449,680521
Skoda Kodiaq,Diesel,Excellent,Krasnodar,2018,206073,658675
Mercedes-Benz C-Class,Petrol,Fair,Kazan,2022,156589,2454362
Nissan X-Trail,Diesel,Used,Moscow,2024,178692,1218705
Hyundai Creta,Hybrid,Good,Krasnodar,2017,105892,447414
Hyundai Creta,Petrol,Good,Ekaterinburg,2010,120571,296243
Volkswagen Tiguan,Hybrid,Excellent,Rostov,2017,204371,624306
BMW X5,Electric,Good,Moscow,2024,75331,3584859
Mercedes-Benz C-Class,Hybrid,Good,St. Petersburg,2020,151674,1910362
Toyota RAV4,Electric,Fair,Krasnodar,2020,171124,805942
Volkswagen Polo,Petrol,Good,Rostov,2018,110511,755460
Nissan X-Trail,Hybrid,Good,Ekaterinburg,2010,263896,220248
Skoda Kodiaq,Hybrid,Fair,St. Petersburg,2017,272777,577591
Volkswagen Tiguan,Hybrid,Used,Krasnodar,2021,187952,788260
Skoda Rapid,Electric,Excellent,Rostov,2012,197254,256863
Lada Vesta,Diesel,Used,St. Petersburg,2021,187964,221195
Hyundai Creta,Diesel,Used,Moscow,2011,209419,150000
Kia K5,Hybrid,Fair,Rostov,2017,41214,502060
Kia K5,Hybrid,Excellent,Novosibirsk,2017,150865,481382
Nissan X-Trail,Hybrid,Fair,Samara,2019,255459,555587
Nissan X-Trail,Electric,Used,Moscow,2010,275595,330156
Hyundai Tucson,Petrol,Good,St. Petersburg,2018,275127,455318
Volkswagen Passat,Diesel,Fair,Kazan,2018,76193,741886
Lada Niva,Petrol,Used,Rostov,2014,195204,150000
Volkswagen Polo,Diesel,Fair,Krasnodar,2016,162308,562240
Mercedes-Benz C-Class,Petrol,Excellent,Krasnodar,2011,278685,488177
Renault Duster,Electric,Good,Novosibirsk,2023,215666,994793
Skoda Kodiaq,Diesel,Fair,Ekaterinburg,2015,101885,375228
Volkswagen Polo,Electric,Used,Rostov,2021,36691,989449
Toyota Camry,Diesel,Good,St. Petersburg,2015,118763,468496
Nissan Qashqai,Hybrid,Used,Kazan,2012,39480,395182
Skoda Kodiaq,Petrol,Excellent,St. Petersburg,2015,217570,258187
Nissan X-Trail,Diesel,Used,Samara,2020,231261,857614
Hyundai Tucson,Hybrid,Fair,Rostov,2020,49745,804468
BMW X5,Electric,Fair,Ekaterinburg,2018,264472,1404589
Volkswagen Passat,Electric,Excellent,St. Petersburg,2022,9935,1276333
Toyota Camry,Petrol,Fair,Samara,2012,288576,342183
Renault Sandero,Hybrid,Fair,Kazan,2015,92522,293459
Skoda Kodiaq,Electric,Used,Novosibirsk,2021,176650,955210
Toyota RAV4,Electric,Good,Novosibirsk,2014,232299,254718
Renault Duster,Petrol,Excellent,Ekaterinburg,2010,119226,150000
Lada Granta,Diesel,Good,Rostov,2019,79599,409721
Nissan Juke,Hybrid,Good,Novosibirsk,2012,28547,458646
BMW 3-Series,Electric,Fair,Rostov,2019,210045,1660482
Volkswagen Tiguan,Electric,Excellent,Kazan,2023,126250,1298125
Lada Vesta,Electric,Fair,Samara,2010,175487,150000
Renault Logan,Hybrid,Used,St. Petersburg,2014,21087,310878
Mercedes-Benz C-Class,Diesel,Used,Ekaterinburg,2020,280345,1799996
Nissan X-Trail,Electric,Excellent,Samara,2024,161205,1267128
Lada Granta,Hybrid,Good,Ekaterinburg,2020,272985,392973
Skoda Kodiaq,Hybrid,Good,Krasnodar,2024,161570,1336189
Lada Vesta,Petrol,Used,Ekaterinburg,2011,194902,161275
Renault Sandero,Electric,Excellent,Novosibirsk,2016,145922,620386
Volkswagen Tiguan,Electric,Good,Samara,2023,269411,1029532
Mercedes-Benz E-Class,Petrol,Fair,Krasnodar,2017,189870,1254531
Renault Duster,Petrol,Fair,Samara,2019,216322,527196
Kia Rio,Petrol,Used,St. Petersburg,2016,232194,451170
BMW 3-Series,Hybrid,Used,Ekaterinburg,2020,259678,1900958
Volkswagen Passat,Petrol,Excellent,Kazan,2017,89501,629263
Toyota Corolla,Hybrid,Good,Rostov,2012,279812,211110
BMW 5-Series,Electric,Excellent,Moscow,2022,65727,2626871
Renault Logan,Petrol,Excellent,Novosibirsk,2023,17150,1413150
Lada Niva,Petrol,Good,Novosibirsk,2017,269389,150000
Mercedes-Benz E-Class,Hybrid,Fair,Samara,2018,231806,1436793
BMW 3-Series,Electric,Good,Rostov,2013,23297,1003410
Skoda Octavia,Petrol,Used,Krasnodar,2014,215600,469869
Volkswagen Tiguan,Diesel,Used,Rostov,2021,119629,884153
Hyundai Creta,Diesel,Excellent,St. Petersburg,2012,127253,231886
Volkswagen Tiguan,Petrol,Used,Ekaterinburg,2022,161963,1066469
Toyota Corolla,Electric,Fair,Novosibirsk,2018,166187,720286
Nissan X-Trail,Hybrid,Good,Krasnodar,2010,201916,150923
Volkswagen Polo,Hybrid,Fair,Moscow,2011,234264,211648
BMW 5-Series,Diesel,Fair,Rostov,2023,296812,2605447
Nissan X-Trail,Hybrid,Used,Krasnodar,2022,143956,963582
Toyota RAV4,Diesel,Used,Samara,2023,95633,1161117
Lada Vesta,Diesel,Excellent,Rostov,2012,255289,150000
Toyota Camry,Diesel,Used,Moscow,2022,56984,1203411
BMW 3-Series,Hybrid,Fair,Samara,2012,18525,867652
Skoda Kodiaq,Hybrid,Excellent,Ekaterinburg,2017,99649,531006
Toyota Corolla,Petrol,Good,Rostov,2021,204492,805739
Renault Sandero,Diesel,Fair,Ekaterinburg,2014,270883,352975
Skoda Rapid,Electric,Excellent,Samara,2010,78679,241299
BMW 5-Series,Hybrid,Used,Novosibirsk,2011,34038,589850
Volkswagen Polo,Diesel,Fair,Kazan,2024,219851,1290424
Toyota RAV4,Electric,Used,Ekaterinburg,2013,164700,256069
Lada Granta,Petrol,Excellent,Moscow,2020,92243,412427
Skoda Octavia,Hybrid,Good,St. Petersburg,2015,79133,423828
Toyota Camry,Petrol,Fair,Ekaterinburg,2017,275547,617542
Kia Sportage,Hybrid,Used,Novosibirsk,2014,297684,454623
Kia K5,Hybrid,Good,Samara,2017,133834,457612
Nissan X-Trail,Electric,Good,Moscow,2019,139612,555317
BMW X5,Petrol,Fair,Krasnodar,2016,261305,1082346
BMW 5-Series,Diesel,Used,Ekaterinburg,2012,264287,683386
Volkswagen Polo,Petrol,Fair,St. Petersburg,2018,45796,556121
Skoda Rapid,Hybrid,Used,Kazan,2011,132803,281364
Mercedes-Benz C-Class,Diesel,Excellent,St. Petersburg,2017,6787,1654671
Nissan Qashqai,Electric,Fair,Samara,2017,167818,484821
Renault Sandero,Hybrid,Excellent,Samara,2017,297011,566184
Skoda Octavia,Electric,Fair,Moscow,2010,137017,181679
Lada Niva,Hybrid,Excellent,Samara,2024,191916,391105
BMW 3-Series,Hybrid,Fair,Rostov,2021,20497,2457727
Lada Granta,Diesel,Used,Ekaterinburg,2015,289884,150000
Volkswagen Tiguan,Electric,Used,St. Petersburg,2016,21242,497728
Skoda Rapid,Petrol,Fair,Samara,2020,245058,676515
Hyundai Tucson,Electric,Excellent,Moscow,2017,85622,520442
Nissan Juke,Electric,Good,Kazan,2013,286980,214983
Renault Sandero,Petrol,Fair,Novosibirsk,2011,154410,150000
Mercedes-Benz C-Class,Hybrid,Good,St. Petersburg,2017,299470,1067976
Hyundai Creta,Diesel,Good,Ekaterinburg,2010,173838,279373
Kia Rio,Hybrid,Fair,Moscow,2021,235062,771957
Volkswagen Polo,Diesel,Good,Novosibirsk,2014,89010,251300
Toyota Camry,Diesel,Used,Kazan,2011,24856,150000
BMW 3-Series,Diesel,Excellent,Samara,2021,208004,2103241
Hyundai Tucson,Petrol,Excellent,Rostov,2011,249637,150000
Hyundai Tucson,Petrol,Excellent,Krasnodar,2024,249709,1331560
Mercedes-Benz GLE,Petrol,Fair,Moscow,2013,115091,862061
Lada Vesta,Hybrid,Used,Ekaterinburg,2020,192734,347940
Hyundai Solaris,Hybrid,Excellent,Kazan,2013,125792,309716
Nissan Qashqai,Diesel,Fair,St. Petersburg,2016,171578,326370
Hyundai Tucson,Diesel,Good,Ekaterinburg,2023,221924,986481
Mercedes-Benz GLE,Electric,Fair,Novosibirsk,2012,268574,589524
BMW 3-Series,Diesel,Excellent,Novosibirsk,2014,240994,832959
BMW X5,Hybrid,Used,Novosibirsk,2016,98752,1348177
Volkswagen Passat,Electric,Fair,Ekaterinburg,2014,278789,427029
Mercedes-Benz E-Class,Diesel,Excellent,Samara,2023,245930,2737954
Lada Niva,Diesel,Fair,St. Petersburg,2015,9350,229964
Volkswagen Passat,Hybrid,Fair,Samara,2024,14265,1412623
BMW X5,Electric,Excellent,Rostov,2020,132394,1907164
Toyota Camry,Electric,Good,Kazan,2022,175647,851654
Skoda Octavia,Hybrid,Fair,Samara,2012,122690,364021
Volkswagen Tiguan,Diesel,Used,Samara,2016,173398,373439
Renault Logan,Hybrid,Fair,Novosibirsk,2012,227435,242519
Kia K5,Electric,Fair,Ekaterinburg,2014,13292,378829
Volkswagen Polo,Petrol,Fair,Kazan,2020,129678,772170
Renault Duster,Diesel,Good,Samara,2015,254108,343642
Mercedes-Benz C-Class,Hybrid,Used,Krasnodar,2014,66741,898173
Kia K5,Diesel,Fair,Krasnodar,2011,7373,182236
Hyundai Tucson,Hybrid,Used,St. Petersburg,2016,207523,449838
Lada Granta,Hybrid,Used,Rostov,2018,207459,150000
Kia Sportage,Petrol,Good,Novosibirsk,2010,110948,353461
Renault Logan,Hybrid,Excellent,Kazan,2011,242664,150000
Hyundai Tucson,Diesel,Fair,Krasnodar,2019,294974,537879
Hyundai Solaris,Electric,Excellent,Krasnodar,2022,73870,1147873
Kia K5,Hybrid,Fair,Krasnodar,2021,117845,837821
Lada Granta,Hybrid,Used,Krasnodar,2015,108210,150000
Lada Niva,Hybrid,Good,St. Petersburg,2019,143971,347934
Lada Granta,Electric,Excellent,Krasnodar,2022,115691,500543
Hyundai Tucson,Petrol,Good,Samara,2022,50428,1198813
Renault Logan,Petrol,Used,Novosibirsk,2012,154751,264645
Hyundai Tucson,Hybrid,Fair,Samara,2010,113358,150000
Skoda Kodiaq,Diesel,Excellent,Samara,2023,74755,1331798
Nissan X-Trail,Electric,Used,Rostov,2012,283424,246354
Nissan X-Trail,Hybrid,Used,Krasnodar,2019,82070,694472
Lada Niva,Petrol,Good,St. Petersburg,2024,120075,614380
Skoda Octavia,Electric,Good,Novosibirsk,2024,94823,1451462
BMW X5,Electric,Used,Rostov,2013,238737,656490
BMW X5,Electric,Used,Samara,2011,90803,638644
Lada Vesta,Hybrid,Excellent,Krasnodar,2022,189584,379212
Hyundai Solaris,Diesel,Fair,Rostov,2016,158148,444676
Volkswagen Passat,Hybrid,Used,Moscow,2021,167396,886023
Renault Duster,Hybrid,Good,Kazan,2015,72936,427089
Nissan Qashqai,Diesel,Good,Ekaterinburg,2011,192508,292139
Lada Niva,Electric,Used,Moscow,2012,31114,212220
Kia Rio,Petrol,Fair,Kazan,2012,14053,354732
Kia Sportage,Petrol,Used,Samara,2024,182383,1347196
Hyundai Solaris,Diesel,Fair,Krasnodar,2023,226667,979539
Skoda Octavia,Hybrid,Excellent,Ekaterinburg,2016,18937,557193
Lada Vesta,Petrol,Excellent,Samara,2010,162842,150000
Renault Sandero,Hybrid,Used,Kazan,2017,270026,601600
Toyota Camry,Diesel,Good,Ekaterinburg,2024,187883,1362874
Toyota Camry,Electric,Fair,Krasnodar,2013,145907,307145
Lada Granta,Diesel,Used,Moscow,2013,110817,281093
Hyundai Tucson,Hybrid,Excellent,Samara,2019,154517,815616
Renault Duster,Diesel,Good,Moscow,2022,43616,1045560
Toyota RAV4,Diesel,Used,Moscow,2017,88885,650377
Kia K5,Diesel,Good,Novosibirsk,2018,264255,475582
Nissan Juke,Electric,Used,Moscow,2023,272646,935379
Hyundai Creta,Electric,Excellent,St. Petersburg,2010,78654,250090
Renault Duster,Petrol,Fair,St. Petersburg,2010,226931,150000
Renault Duster,Electric,Excellent,Kazan,2012,213089,156203
BMW X5,Diesel,Excellent,Krasnodar,2012,107780,879168
Nissan Qashqai,Petrol,Fair,Kazan,2022,153918,1144132
Renault Logan,Hybrid,Used,Rostov,2016,140267,510872
Mercedes-Benz E-Class,Electric,Used,Ekaterinburg,2014,277445,902514
Volkswagen Passat,Diesel,Excellent,Novosibirsk,2012,208902,150000
Mercedes-Benz GLE,Electric,Used,Rostov,2021,193656,2263994
Volkswagen Polo,Electric,Good,Ekaterinburg,2017,31211,588227
Volkswagen Passat,Petrol,Good,St. Petersburg,2016,242908,377112
Skoda Octavia,Electric,Good,Krasnodar,2014,71076,368647
Mercedes-Benz GLE,Hybrid,Fair,Ekaterinburg,2019,175646,1751598
Skoda Kodiaq,Petrol,Excellent,Rostov,2014,78700,512341
Renault Duster,Petrol,Fair,Novosibirsk,2010,281059,206383
Toyota RAV4,Hybrid,Excellent,Novosibirsk,2019,142691,728289
Lada Granta,Diesel,Used,Novosibirsk,2013,55119,158593
Kia Rio,Diesel,Used,Krasnodar,2014,240046,483628
BMW 3-Series,Hybrid,Good,Krasnodar,2016,226962,1147957
BMW 5-Series,Diesel,Good,Moscow,2022,157311,2667033
BMW 3-Series,Electric,Fair,Krasnodar,2017,288805,1176890
Skoda Kodiaq,Electric,Excellent,Ekaterinburg,2021,152657,975726
Nissan Qashqai,Petrol,Used,Novosibirsk,2016,93562,486533
Renault Logan,Hybrid,Fair,Samara,2017,35934,590105
Hyundai Solaris,Hybrid,Excellent,St. Petersburg,2017,250857,552455
Kia K5,Diesel,Good,St. Petersburg,2024,201843,1155782
Skoda Rapid,Hybrid,Good,Novosibirsk,2015,104757,394507
Mercedes-Benz E-Class,Hybrid,Used,Rostov,2013,205907,766065
Toyota Camry,Petrol,Excellent,St. Petersburg,2020,18793,765974
BMW X5,Petrol,Good,Ekaterinburg,2013,167132,927716
Kia K5,Electric,Good,Moscow,2023,165317,1098879
Nissan Juke,Diesel,Used,Moscow,2018,135402,739173
Mercedes-Benz E-Class,Electric,Used,Krasnodar,2020,178754,2048866
Kia Rio,Hybrid,Good,Samara,2016,178030,373914
Volkswagen Tiguan,Diesel,Excellent,Kazan,2018,69010,792715
Hyundai Creta,Electric,Excellent,St. Petersburg,2017,218956,547935
Kia Rio,Hybrid,Used,Ekaterinburg,2015,61106,313395
Lada Vesta,Electric,Good,Samara,2020,232935,376626
Renault Duster,Electric,Excellent,Samara,2014,32131,408323
BMW 3-Series,Hybrid,Fair,Ekaterinburg,2021,12137,2626506
Kia Sportage,Petrol,Excellent,Novosibirsk,2022,194156,992136
Skoda Octavia,Electric,Good,Moscow,2024,165607,1386081
Nissan X-Trail,Petrol,Excellent,Ekaterinburg,2020,207421,825069
Volkswagen Polo,Petrol,Fair,Rostov,2010,220236,221285
Lada Granta,Diesel,Good,Kazan,2014,24585,150000
Hyundai Creta,Petrol,Good,St. Petersburg,2010,38471,163601
Renault Sandero,Diesel,Fair,Kazan,2012,5145,189692
Toyota Camry,Electric,Used,St. Petersburg,2024,52091,1411179
Skoda Kodiaq,Electric,Excellent,Rostov,2016,131374,497301
Toyota Camry,Hybrid,Used,Kazan,2018,13054,642195
Renault Duster,Diesel,Excellent,Samara,2022,238826,934398
Lada Vesta,Petrol,Good,Krasnodar,2018,240325,213242
Skoda Kodiaq,Hybrid,Fair,Rostov,2020,126730,792045
Volkswagen Tiguan,Diesel,Good,Ekaterinburg,2017,74461,549194
Renault Sandero,Hybrid,Fair,Krasnodar,2017,252496,354843
Renault Logan,Petrol,Excellent,St. Petersburg,2017,196382,538855
Renault Sandero,Hybrid,Fair,Rostov,2011,210810,264761
Skoda Kodiaq,Hybrid,Used,St. Petersburg,2016,66228,360191
Kia Rio,Hybrid,Good,Novosibirsk,2023,227769,955367
Nissan X-Trail,Diesel,Fair,Rostov,2024,229382,1260741
Skoda Kodiaq,Electric,Good,Novosibirsk,2016,94996,441458
Hyundai Creta,Diesel,Good,St. Petersburg,2016,270918,498241
Kia Sportage,Hybrid,Used,Rostov,2010,178901,335768
Renault Duster,Petrol,Used,Kazan,2017,176731,625217
Volkswagen Tiguan,Hybrid,Fair,St. Petersburg,2012,201168,150000
Renault Sandero,Hybrid,Used,Novosibirsk,2016,135762,594921
Skoda Rapid,Hybrid,Good,Samara,2022,247934,938927
Mercedes-Benz E-Class,Petrol,Used,Ekaterinburg,2014,275064,886375
BMW 3-Series,Petrol,Excellent,Moscow,2022,43086,2881711
Lada Niva,Petrol,Good,Moscow,2010,74769,150000
BMW 5-Series,Hybrid,Good,St. Petersburg,2011,292196,539763
Lada Niva,Petrol,Excellent,St. Petersburg,2010,6369,150000
Renault Duster,Hybrid,Good,St. Petersburg,2012,79389,160679
Skoda Rapid,Electric,Excellent,Krasnodar,2010,16685,358105
Hyundai Tucson,Electric,Excellent,Rostov,2021,12676,970022
Toyota Camry,Diesel,Fair,Krasnodar,2021,259526,929048
Skoda Octavia,Diesel,Excellent,Novosibirsk,2010,123375,329345
BMW 5-Series,Diesel,Fair,St. Petersburg,2019,259212,1511219
Kia Rio,Electric,Good,Krasnodar,2014,265058,397322
Lada Granta,Petrol,Excellent,Rostov,2018,201594,333584
Volkswagen Tiguan,Hybrid,Fair,Krasnodar,2015,279441,436115
Hyundai Tucson,Hybrid,Excellent,Kazan,2020,201886,795218
Volkswagen Polo,Electric,Used,Kazan,2012,121118,188157
Renault Duster,Electric,Excellent,Kazan,2011,18481,403498
Mercedes-Benz E-Class,Petrol,Excellent,Kazan,2012,211587,700225
Volkswagen Tiguan,Petrol,Excellent,St. Petersburg,2012,267752,229438
Renault Duster,Diesel,Fair,Moscow,2023,52366,1212528
Lada Niva,Petrol,Good,Novosibirsk,2020,155967,179784
Hyundai Solaris,Electric,Used,St. Petersburg,2021,173554,739004
Nissan Qashqai,Electric,Excellent,Kazan,2012,170634,170775
Lada Vesta,Diesel,Good,St. Petersburg,2018,206274,247204
Lada Niva,Petrol,Good,St. Petersburg,2013,150705,263971
Nissan Juke,Diesel,Used,Rostov,2013,227639,197488
Toyota RAV4,Petrol,Fair,Krasnodar,2023,275647,906699
BMW 5-Series,Petrol,Fair,Novosibirsk,2020,38474,2225321
Lada Vesta,Electric,Fair,Rostov,2011,100301,175575
Toyota RAV4,Diesel,Used,Ekaterinburg,2012,121915,328183
Kia Sportage,Petrol,Excellent,Ekaterinburg,2011,194897,219417
Skoda Octavia,Petrol,Good,Novosibirsk,2023,270166,1007781
Kia K5,Diesel,Good,Krasnodar,2014,19570,362413
Mercedes-Benz E-Class,Diesel,Excellent,Samara,2014,204275,861291
Lada Vesta,Electric,Excellent,Moscow,2022,193905,453050
Volkswagen Tiguan,Diesel,Fair,Kazan,2021,16580,867858
BMW 5-Series,Electric,Used,Samara,2024,115085,3326503
Skoda Octavia,Diesel,Good,Kazan,2010,154678,217789
BMW 5-Series,Diesel,Used,Ekaterinburg,2018,17315,1811961
Hyundai Tucson,Electric,Fair,Rostov,2022,179096,1049807
Kia Sportage,Petrol,Good,Moscow,2014,198981,229310
Kia Rio,Hybrid,Fair,Novosibirsk,2013,212139,405198
Hyundai Solaris,Petrol,Good,Krasnodar,2013,232012,329077
Hyundai Solaris,Electric,Fair,Novosibirsk,2013,126876,460864
Hyundai Solaris,Petrol,Excellent,Rostov,2015,56345,315588
Nissan X-Trail,Diesel,Good,Ekaterinburg,2019,159436,778314
Kia K5,Electric,Excellent,Samara,2021,223372,740562
Mercedes-Benz E-Class,Electric,Fair,Krasnodar,2018,106022,1683433
Kia Rio,Petrol,Good,St. Petersburg,2023,156706,1172263
Renault Logan,Diesel,Used,Kazan,2012,185141,203155
Renault Sandero,Petrol,Fair,Krasnodar,2013,147204,379321
Toyota Corolla,Petrol,Good,Moscow,2010,99478,215495
Nissan Juke,Petrol,Good,Ekaterinburg,2013,208983,200258
Toyota Camry,Petrol,Excellent,Novosibirsk,2020,89399,927478
Toyota Corolla,Electric,Used,Krasnodar,2018,50534,521805
Skoda Kodiaq,Electric,Good,Ekaterinburg,2020,142627,889068
Renault Sandero,Electric,Good,Ekaterinburg,2013,42613,330917
BMW X5,Petrol,Used,Moscow,2016,149921,1184492
Hyundai Solaris,Electric,Excellent,Moscow,2020,67050,882851
Mercedes-Benz GLE,Petrol,Used,Moscow,2014,224034,923229
Renault Sandero,Electric,Good,St. Petersburg,2020,150035,883318
Kia Rio,Diesel,Used,Krasnodar,2018,86404,741482
Mercedes-Benz C-Class,Diesel,Used,Rostov,2012,238570,787819
Hyundai Creta,Diesel,Used,Kazan,2013,131484,371687
Nissan Juke,Diesel,Fair,Novosibirsk,2022,220194,970463
BMW 3-Series,Electric,Used,Kazan,2019,225008,1473746
Nissan Juke,Diesel,Good,Kazan,2020,159115,777468
Renault Sandero,Petrol,Good,Moscow,2019,20539,676905
Nissan Qashqai,Hybrid,Used,Krasnodar,2020,121895,888846
Renault Logan,Hybrid,Fair,St. Petersburg,2014,33834,303587
Nissan Qashqai,Electric,Fair,Samara,2015,139137,358879
BMW 5-Series,Hybrid,Fair,Kazan,2015,143421,958863
Volkswagen Tiguan,Diesel,Good,Krasnodar,2020,221472,829702
BMW 3-Series,Diesel,Good,Moscow,2017,245974,1141657
Toyota RAV4,Diesel,Good,Rostov,2012,76291,314391
Renault Duster,Electric,Fair,Moscow,2010,59650,180336
Toyota Camry,Hybrid,Used,St. Petersburg,2017,297441,573922
BMW X5,Diesel,Excellent,Kazan,2020,47982,2054155
Hyundai Creta,Diesel,Excellent,Samara,2018,298770,654187
Nissan Juke,Petrol,Excellent,Moscow,2024,124590,1350430
